TimeStamp,User,Message 
[],[],[]
[],[],[]
[],[],[]
"['13/04/17, 22:57']",['- Fruit'],[': Send this to her and get over with it']
"['13/04/17, 22:58']",['- Fruit'],[': I wish I could just send only one msg to her']
"['14/04/17, 07:56']",['- Jagannath'],"["": Do you think she'll take it we'll?""]"
"['14/04/17, 08:12']",['- Fruit'],"["": Asalu I don't even talk""]"
"['14/04/17, 08:12']",['- Fruit'],[': Delete chesesa no']
"['14/04/17, 08:12']",['- Fruit'],[': Snap chat unfollow']
"['14/04/17, 08:12']",['- Fruit'],[': Sorry insta in follow']
"['14/04/17, 08:12']",['- Fruit'],[': Only snap chat undi']
"['14/04/17, 08:32']",['- Jagannath'],[': I meant Anjana']
"['14/04/17, 08:38']",['- Fruit'],[': Idk she might feel guilty']
"['14/04/17, 08:38']",['- Jagannath'],[': Yeah']
"['14/04/17, 08:38']",['- Fruit'],[': Hmm']
"['14/04/17, 08:39']",['- Fruit'],[': U want to send our not?']
"['14/04/17, 08:39']",['- Jagannath'],[': Idk Im scared']
"['14/04/17, 08:39']",['- Jagannath'],"["": I don't want to hurt her""]"
"['14/04/17, 08:39']",['- Jagannath'],[': Atleast one of us would be happier']
"['14/04/17, 08:39']",['- Fruit'],[': Hmm yaaa']
"['14/04/17, 08:39']",['- Fruit'],[': Leave it']
"['14/04/17, 19:15']",['- Jagannath'],[': postergully']
"['14/04/17, 19:15']",['- Jagannath'],[': ki vellu']
"['14/04/17, 19:16']",['- Jagannath'],[': buy laptop skin']
"['14/04/17, 19:16']",['- Jagannath'],[': use code HSM40']
"['14/04/17, 19:16']",['- Jagannath'],"["": you'll get it for 149""]"
"['14/04/17, 19:16']",['- Jagannath'],[': https://www.postergully.com/collections/laptop-skins']
"['14/04/17, 19:38']",['- Fruit'],[': Oh wow']
"['14/04/17, 22:39']",['- Fruit'],[': Ask for mid paper no']
"['14/04/17, 22:39']",['- Fruit'],[': Seniors one which they had a day ago']
"['15/04/17, 12:26']",['- Jagannath'],[': <Media omitted>']
"['15/04/17, 21:16']",['- Fruit'],[': Rey']
"['15/04/17, 21:16']",['- Fruit'],[': When is Mc list?']
"['15/04/17, 21:16']",['- Fruit'],[': When is hallticket?']
"['15/04/17, 22:00']",['- Jagannath'],[': emo']
"['17/04/17, 11:44']",['- Fruit'],[': Reyy']
"['17/04/17, 11:44']",['- Fruit'],[': Mail chesa chuddu']
"['17/04/17, 20:57']",['- Jagannath'],[': Rey jaffa']
"['18/04/17, 06:12']",['- Jagannath'],[': done']
"['18/04/17, 06:12']",['- Jagannath'],[': CD also done']
"['18/04/17, 06:12']",['- Jagannath'],[': sett life']
"['18/04/17, 07:45']",['- Fruit'],[': \xf0\x9f\x98\x82']
"['20/04/17, 20:57']",['- Jagannath'],"[': location: https://maps.google.com/?q=17.4485235,78.3553297']"
"['20/04/17, 23:42']",['- Jagannath'],[': Reached home?']
"['21/04/17, 13:26']",['- Jagannath'],[': <Media omitted>']
"['21/04/17, 13:30']",['- Fruit'],[': Abbbaaa']
"['21/04/17, 13:31']",['- Fruit'],[': gola Ra babu']
"['21/04/17, 14:07']",['- Jagannath'],[': \xf0\x9f\x98\xaa']
"['21/04/17, 14:37']",['- Fruit'],[': Em change cheyali anta']
"['21/04/17, 15:54']",['- Jagannath'],[': Endo']
"['21/04/17, 15:55']",['- Jagannath'],[': Adigthe some andtundi']
"['21/04/17, 18:01']",['- Jagannath'],[': What only']
"['21/04/17, 18:01']",['- Jagannath'],"["": She won't answer""]"
"['21/04/17, 18:05']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['22/04/17, 13:50']",['- Jagannath'],[': Hod em anidi']
"['22/04/17, 13:51']",['- Fruit'],[': Give what they re embersed anindi']
"['22/04/17, 13:53']",['- Jagannath'],[': Rest we can keep ?']
"['22/04/17, 13:53']",['- Fruit'],[': Ya']
"['22/04/17, 13:53']",['- Jagannath'],[': Nice']
"['22/04/17, 13:54']",['- Fruit'],[': Alekhya was like we will give 5k rest we will give']
"['22/04/17, 13:54']",['- Jagannath'],[': So how much does each person get in that case']
"['22/04/17, 13:54']",['- Jagannath'],[': 5k aa \xf0\x9f\x98\xaa']
"['22/04/17, 13:54']",['- Jagannath'],[': \xf0\x9f\x98\x82']
"['22/04/17, 13:54']",['- Jagannath'],"["": Oh they don't know how much they reiumvesred no""]"
"['22/04/17, 13:54']",['- Fruit'],"["": If it's 20k then 3333.333333333""]"
"['22/04/17, 13:54']",['- Fruit'],[': Yaa']
"['22/04/17, 13:54']",['- Jagannath'],[': What will we do then']
"['22/04/17, 13:55']",['- Fruit'],[': First I will distribute all the 20k money']
"['22/04/17, 13:55']",['- Jagannath'],[': Also did you note that Avinash put the whole lunch bill that day']
"['22/04/17, 13:55']",['- Jagannath'],[': 1.6k']
"['22/04/17, 13:55']",['- Jagannath'],"["": So he'll get more share""]"
"['22/04/17, 13:55']",['- Fruit'],[': Then we will see according to how much we give I will distribute rest']
"['22/04/17, 13:55']",['- Jagannath'],[': Okay']
"['22/04/17, 13:55']",['- Jagannath'],[': Bank transfer best']
"['22/04/17, 13:56']",['- Fruit'],[': I paid my share that day then']
"['22/04/17, 13:56']",['- Fruit'],[': Ya']
"['22/04/17, 13:56']",['- Jagannath'],"["": Ade like do all that calculations and we'll split accordingly""]"
"['22/04/17, 13:56']",['- Fruit'],[': Okay']
"['22/04/17, 13:56']",['- Jagannath'],[': And I paid for bus for one person']
"['22/04/17, 13:56']",['- Jagannath'],"[': 3k ante sett, another trip :p']"
"['22/04/17, 13:57']",['- Fruit'],[': Hmm']
"['22/04/17, 13:57']",['- Fruit'],[': Wait']
"['22/04/17, 13:57']",['- Fruit'],[': 2k for boat']
"['22/04/17, 13:57']",['- Jagannath'],[': Yeah']
"['22/04/17, 13:57']",['- Jagannath'],[': Those are all spent no']
"['22/04/17, 13:57']",['- Jagannath'],[': From 29k only']
"['22/04/17, 13:57']",['- Fruit'],[': Inka em pettam ?']
"['22/04/17, 13:57']",['- Fruit'],[': Ya']
"['22/04/17, 13:57']",['- Jagannath'],[': Car enta']
"['22/04/17, 13:58']",['- Jagannath'],[': 1.4k']
"['22/04/17, 13:58']",['- Jagannath'],[': Ante na?']
"['22/04/17, 13:58']",['- Jagannath'],[': 1.2k aa']
"['22/04/17, 13:58']",['- Fruit'],[': Ya car 1.4']
"['22/04/17, 13:58']",['- Fruit'],[': No full 6k over ra']
"['22/04/17, 13:58']",['- Jagannath'],[': Yeah']
"['22/04/17, 13:58']",['- Fruit'],[': For food also I kept']
"['22/04/17, 13:58']",['- Jagannath'],[': You bought 6k from that money']
"['22/04/17, 13:58']",['- Jagannath'],[': Full over']
"['22/04/17, 13:58']",['- Fruit'],[': Car there 500 from bus stand to aict']
"['22/04/17, 13:58']",['- Jagannath'],[': Buses dagira it was over']
"['22/04/17, 13:58']",['- Jagannath'],[': So I put 500']
"['22/04/17, 13:59']",['- Fruit'],[': Ya']
"['22/04/17, 13:59']",['- Fruit'],[': 330*6= 1980']
"['22/04/17, 14:00']",['- Jagannath'],[': In that 1500 from the 6k?']
"['22/04/17, 14:01']",['- Fruit'],[': 150 for that auto to airport']
"['22/04/17, 14:01']",['- Jagannath'],[': Or you also put personal money ?']
"['22/04/17, 14:01']",['- Fruit'],[': And food there while going 300 or something']
"['22/04/17, 14:01']",['- Fruit'],"["": No I didn't""]"
"['22/04/17, 14:01']",['- Jagannath'],[': Okay so whatever the expenses from 29k we spent 6k']
"['22/04/17, 14:01']",['- Jagannath'],[': Right ?']
"['22/04/17, 14:02']",['- Fruit'],[': Ya']
"['22/04/17, 14:03']",['- Jagannath'],"[': So after giving 1500 to Avinash and 500 to me, we spilt it among the 6 of us']"
"['22/04/17, 14:03']",['- Jagannath'],[': Right ?']
"['22/04/17, 14:03']",['- Fruit'],[': No I will ask who all paid Avinash!']
"['22/04/17, 14:04']",['- Jagannath'],[': Haan best']
"['22/04/17, 14:04']",['- Jagannath'],[': No re']
"['22/04/17, 14:04']",['- Jagannath'],[': He gave a 2k note']
"['22/04/17, 14:04']",['- Jagannath'],[': I remember']
"['22/04/17, 14:04']",['- Jagannath'],[': Motam he put']
"['22/04/17, 14:04']",['- Fruit'],[': Where ?']
"['22/04/17, 14:04']",['- Jagannath'],[': That thali']
"['22/04/17, 14:04']",['- Jagannath'],[': Bus stop']
"['22/04/17, 14:04']",['- Fruit'],[': Ya he put I know I paid him back']
"['22/04/17, 14:04']",['- Jagannath'],[': Okay so you also take']
"['22/04/17, 14:05']",['- Fruit'],[': Bus as ?']
"['22/04/17, 14:05']",['- Fruit'],[': He put for bus ?']
"['22/04/17, 14:05']",['- Fruit'],[': No']
"['22/04/17, 14:05']",['- Jagannath'],[': Nope']
"['22/04/17, 14:05']",['- Jagannath'],[': Bus ki ki put 1500(out of the 6k) I gave 50o']
"['22/04/17, 14:05']",['- Fruit'],[': Yaa']
"['22/04/17, 14:06']",['- Fruit'],[': So I should ask Avinash of anyone paid him that thali money']
"['22/04/17, 14:06']",['- Jagannath'],[': Yeah']
"['22/04/17, 14:06']",['- Jagannath'],[': Give him the remaining money']
"['22/04/17, 14:06']",['- Fruit'],[': Ya']
"['22/04/17, 14:06']",['- Jagannath'],[': Bill was 1.6k']
"['22/04/17, 14:06']",['- Jagannath'],[': You paid 200?']
"['22/04/17, 14:06']",['- Fruit'],[': Ya I remember']
"['22/04/17, 14:06']",['- Fruit'],[': No I paid him 280']
"['22/04/17, 14:06']",['- Jagannath'],"["": Okay I don't think anyone else paid""]"
"['22/04/17, 14:07']",['- Jagannath'],[': So pay him the difference amount']
"['22/04/17, 14:07']",['- Fruit'],[': Okay']
"['22/04/17, 14:07']",['- Jagannath'],[': Bus lo pay mr']
"['22/04/17, 14:07']",['- Jagannath'],[': Me*']
"['22/04/17, 14:07']",['- Jagannath'],[': Spilt 6']
"['22/04/17, 14:07']",['- Fruit'],[': Okay']
"['22/04/17, 14:07']",['- Jagannath'],"["": Give cheque to ma'am""]"
"['22/04/17, 14:07']",['- Jagannath'],"["": Or there also we'll do scam ?\xf0\x9f\x98\x82""]"
"['22/04/17, 14:07']",['- Fruit'],[': Check already in my bank']
"['22/04/17, 14:08']",['- Fruit'],[': Lite Rey we will see for sometime if no one asks we will take off and distribute']
"['22/04/17, 14:08']",['- Jagannath'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['22/04/17, 14:08']",['- Jagannath'],"["": Reiumvesred money we'll give""]"
"['22/04/17, 14:08']",['- Jagannath'],"["": It won't be good on our part""]"
"['22/04/17, 14:08']",['- Fruit'],[': Hmm ya']
"['22/04/17, 14:08']",['- Jagannath'],"["": They won't trust us malli""]"
"['22/04/17, 14:08']",['- Fruit'],[': I asked mam when should we give money she again told to meet on Monday']
"['22/04/17, 14:09']",['- Jagannath'],[': Oho']
"['22/04/17, 14:17']",['- Fruit'],[': <Media omitted>']
"['22/04/17, 14:18']",['- Jagannath'],[': Yeah']
"['22/04/17, 14:19']",['- Fruit'],[': Anything else']
"['22/04/17, 16:19']",['- Jagannath'],[': Endi TOA Baga rayale??']
"['22/04/17, 16:47']",['- Fruit'],[': Edo rasa']
"['22/04/17, 16:47']",['- Fruit'],[': 11 ochindi']
"['22/04/17, 18:52']",['- Fruit'],[': Sent money']
"['22/04/17, 19:45']",['- Jagannath'],[': Got.it']
"['23/04/17, 12:29']",['- Jagannath'],[': <Media omitted>']
"['23/04/17, 13:58']",['- Fruit'],[': Rey dinokante basic version Ra adi']
"['23/04/17, 13:59']",['- Jagannath'],[': this is the one you showed']
"['23/04/17, 13:59']",['- Jagannath'],[': dope it is']
"['23/04/17, 13:59']",['- Fruit'],"["": It has volume controller mine doesn't""]"
"['23/04/17, 13:59']",['- Fruit'],[': Mine has button for volume']
"['23/04/17, 13:59']",['- Fruit'],[': Not that nob']
"['23/04/17, 14:00']",['- Jagannath'],[': oho']
"['23/04/17, 14:00']",['- Fruit'],"["": It's around 10-13 k I guess""]"
"['23/04/17, 14:00']",['- Jagannath'],[': fuck baap']
"['23/04/17, 14:00']",['- Jagannath'],[': nice gifts you get']
"['23/04/17, 14:00']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['23/04/17, 14:01']",['- Fruit'],[': Mama brought it around 1 yr back']
"['23/04/17, 14:02']",['- Jagannath'],[': next time party unte ide inka']
"['23/04/17, 14:02']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['23/04/17, 14:02']",['- Fruit'],[': Set untadi']
"['23/04/17, 14:02']",['- Fruit'],[': Crazy sound kuda ostadi']
"['24/04/17, 16:21']",['- Fruit'],[': Yo called ?']
"['24/04/17, 16:21']",['- Jagannath'],"[': No, my phone did']"
"['24/04/17, 16:21']",['- Fruit'],[': Ohh avna']
"['24/04/17, 16:21']",['- Fruit'],[': Y?']
"['24/04/17, 16:26']",['- Jagannath'],[': Nothing']
"['24/04/17, 16:31']",['- Fruit'],[': Avna']
"['24/04/17, 16:31']",['- Fruit'],[': Y?']
"['25/04/17, 07:16']",['- Jagannath'],"["": I'm going to ask ma'am for se assignment test today""]"
"['25/04/17, 07:16']",['- Jagannath'],[': Come']
"['25/04/17, 07:16']",['- Jagannath'],[': And answer your phone stupid']
"['25/04/17, 09:07']",['- Fruit'],[': Arey tomorrow we will go ?']
"['25/04/17, 09:08']",['- Jagannath'],[': Fuck off']
"['25/04/17, 09:08']",['- Jagannath'],[': Pani ledu anukunaca']
"['25/04/17, 09:08']",['- Fruit'],[': Ok']
"['25/04/17, 09:08']",['- Jagannath'],"["": I'll ask ma'am and call you""]"
"['25/04/17, 09:08']",['- Jagannath'],"["": If she'll put test""]"
"['25/04/17, 09:09']",['- Jagannath'],[': First of all galeez marks we got']
"['25/04/17, 09:09']",['- Fruit'],[': Rey am still sleeping on bed how can I come now?']
"['25/04/17, 09:09']",['- Jagannath'],"["": That's why you should learn to answer your phone""]"
"['25/04/17, 09:10']",['- Fruit'],"["": I didn't get any call""]"
"['25/04/17, 09:10']",['- Jagannath'],[': Chandu might come']
"['25/04/17, 09:10']",['- Jagannath'],[': Coordinate with himand try']
"['25/04/17, 09:10']",['- Fruit'],[': <Media omitted>']
"['25/04/17, 09:10']",['- Fruit'],[': Arey now not possible Ra asalu']
"['25/04/17, 09:11']",['- Jagannath'],[': Lite aithe']
"['25/04/17, 09:11']",['- Fruit'],[': Tomorrow chedam']
"['25/04/17, 09:11']",['- Jagannath'],[': How many days do I have to come to college Rey']
"['25/04/17, 09:11']",['- Jagannath'],[': 3 days in a row']
"['25/04/17, 09:11']",['- Jagannath'],"["": They're giving hall tickets also""]"
"['25/04/17, 09:11']",['- Fruit'],[': Nee problem Adi u came for u r reasons']
"['25/04/17, 09:12']",['- Fruit'],"["": U didn't even come for documentation submission then""]"
"['25/04/17, 09:12']",['- Jagannath'],"["": I we t yesterday spoke to ma'am""]"
"['25/04/17, 09:12']",['- Jagannath'],[': Got it signed']
"['25/04/17, 09:12']",['- Fruit'],[': Am coming tomorrow and I will ask mam']
"['25/04/17, 09:12']",['- Fruit'],[': U went today?']
"['25/04/17, 09:12']",['- Jagannath'],[': I am in bus']
"['25/04/17, 09:12']",['- Jagannath'],[': Cc meeting']
"['25/04/17, 09:12']",['- Jagannath'],[': And secretariat']
"['25/04/17, 09:13']",['- Fruit'],[': Okay u write off if u wish']
"['25/04/17, 09:13']",['- Fruit'],[': I will ask mam']
"['25/04/17, 09:13']",['- Jagannath'],"["": I didn't learn anything also""]"
"['25/04/17, 09:14']",['- Fruit'],[': Then what will u do ?']
"['25/04/17, 09:14']",['- Jagannath'],[': Em o']
"['25/04/17, 09:14']",['- Fruit'],[': Nee estam Aite']
"['25/04/17, 09:15']",['- Fruit'],[': Hall tickets ostunai?']
"['25/04/17, 09:29']",['- Jagannath'],[': Yup']
"['25/04/17, 16:51']",['- Fruit'],[': U gave test ??']
"['25/04/17, 17:01']",['- Jagannath'],[': Nah']
"['25/04/17, 17:02']",['- Jagannath'],[': 2 hours anta']
"['25/04/17, 17:02']",['- Jagannath'],[': 3 tests']
"['25/04/17, 17:12']",['- Fruit'],[': What?']
"['25/04/17, 17:13']",['- Fruit'],[': 2 two hrs endi ra']
"['25/04/17, 17:13']",['- Fruit'],[': Mottam 6 hrs a ?']
"['25/04/17, 17:15']",['- Jagannath'],[': Lol no']
"['25/04/17, 17:15']",['- Jagannath'],[': Motam 3 tests']
"['25/04/17, 17:15']",['- Jagannath'],[': Chandu ki 1 hour pattindi']
"['25/04/17, 19:09']",['- Fruit'],[': 3 test aa?']
"['25/04/17, 19:10']",['- Fruit'],[': Subjective ??']
"['25/04/17, 20:02']",['- Jagannath'],[': McQ Ra fool']
"['25/04/17, 20:40']",['- Fruit'],[': Ohh']
"['25/04/17, 20:40']",['- Fruit'],[': How many??']
"['25/04/17, 22:13']",['- Fruit'],[': Bro u want free 150?']
"['25/04/17, 22:14']",['- Jagannath'],[': 150 what']
"['25/04/17, 22:14']",['- Fruit'],[': Rupees']
"['25/04/17, 22:14']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['25/04/17, 22:14']",['- Jagannath'],[': Give off']
"['25/04/17, 22:18']","['- Fruit', '- https']","[': Hey, get Rs.150 cashback when you make your first UPI transaction on PhonePe! Install the app here - https://phon.pe/ru_rohiwbt9']"
"['25/04/17, 22:18']",['- Fruit'],[': Click the link']
"['25/04/17, 22:18']",['- Fruit'],[': Goes to play store']
"['25/04/17, 22:18']",['- Fruit'],[': Then install click continue']
"['25/04/17, 22:18']",['- Fruit'],[': Then set up u r mobile with acct no']
"['25/04/17, 22:19']",['- Fruit'],[': U will get 150 I will get 50']
"['25/04/17, 22:19']",['- Fruit'],[': Click on the link only']
"['25/04/17, 22:27']",['- Fruit'],[': Got?']
"['25/04/17, 22:27']",['- Fruit'],[': \xf0\x9f\x98\x82']
"['25/04/17, 22:27']",['- Jagannath'],[': Where can I use this payment AAP']
"['25/04/17, 22:28']",['- Fruit'],[': Anywhere']
"['25/04/17, 22:28']",['- Fruit'],[': But who care when u get 150 feee']
"['25/04/17, 22:28']",['- Fruit'],[': Free']
"['25/04/17, 22:28']",['- Jagannath'],[': Lel']
"['25/04/17, 22:28']",['- Fruit'],[': I got 150\xf0\x9f\x98\x82']
"['25/04/17, 22:29']",['- Fruit'],[': Chalo oka movie ticket dorkindi']
"['25/04/17, 22:33']",['- Jagannath'],"["": I didn't get 150""]"
"['25/04/17, 22:33']",['- Fruit'],[': U need to send 300 to someone']
"['25/04/17, 22:33']",['- Fruit'],[': U will get 150 cash back']
"['25/04/17, 22:33']",['- Fruit'],[': Send 300 to me']
"['25/04/17, 22:33']",['- Fruit'],[': I will send u back']
"['25/04/17, 22:34']",['- Fruit'],[': I will get 50 if u used my reference']
"['25/04/17, 22:34']",['- Jagannath'],[': I have to link my bank account aa']
"['25/04/17, 22:34']",['- Jagannath'],[': I did']
"['25/04/17, 22:34']",['- Fruit'],[': Ya']
"['25/04/17, 22:34']",['- Jagannath'],[': You send 300']
"['25/04/17, 22:34']",['- Fruit'],"["": It's really awesome technology""]"
"['25/04/17, 22:34']",['- Jagannath'],[': Ill send it back']
"['25/04/17, 22:34']",['- Jagannath'],[': Bank details and all idk now']
"['25/04/17, 22:34']",['- Fruit'],[': It will check all numbers linked with account no']
"['25/04/17, 22:35']",['- Fruit'],[': No need rey']
"['25/04/17, 22:35']",['- Fruit'],[': Just mobile no required']
"['25/04/17, 22:35']",['- Jagannath'],"["": Can't""]"
"['25/04/17, 22:35']",['- Fruit'],[': Ok']
"['25/04/17, 22:35']",['- Jagannath'],[': Bankxaccount number it needs no']
"['25/04/17, 22:35']",['- Fruit'],[': <Media omitted>']
"['25/04/17, 22:37']",['- Fruit'],[': No need']
"['25/04/17, 22:38']",['- Fruit'],[': Tomorrow u will come no I will show']
"['26/04/17, 06:51']",['- Jagannath'],[': Where will I come']
"['26/04/17, 07:15']",['- Jagannath'],[': I added bank']
"['26/04/17, 08:56']",['- Fruit'],[': Set send 300 to me u will get 150 in wallet I will send back 300']
"['26/04/17, 08:57']",['- Fruit'],[': Katam']
"['26/04/17, 08:57']",['- Fruit'],"["": U won't come colg ?""]"
"['26/04/17, 08:57']",['- Fruit'],[': Exam?']
"['26/04/17, 08:58']",['- Jagannath'],[': Nope']
"['26/04/17, 08:58']",['- Jagannath'],[': No mood']
"['26/04/17, 08:58']",['- Fruit'],[': Edokati Ra u will get 3 marks also bonus kada']
"['26/04/17, 08:59']",['- Jagannath'],[': <Media omitted>']
"['26/04/17, 08:59']",['- Fruit'],[': Yoo']
"['26/04/17, 09:00']",['- Jagannath'],[': Done']
"['26/04/17, 09:00']",['- Jagannath'],[': Yay got 150']
"['26/04/17, 09:00']",['- Fruit'],[': Yo I got 50 also']
"['26/04/17, 09:00']",['- Jagannath'],[': Sett']
"['26/04/17, 09:00']",['- Fruit'],[': \xf0\x9f\x98\x82']
"['26/04/17, 09:00']",['- Jagannath'],[': Send it back now \xf0\x9f\x98\x82']
"['26/04/17, 09:02']",['- Jagannath'],[': Got it']
"['26/04/17, 09:02']",['- Fruit'],[': Yeyy']
"['26/04/17, 09:02']",['- Fruit'],[': We are rich now']
"['26/04/17, 09:02']",['- Jagannath'],[': Now I can put this back in bank?']
"['26/04/17, 09:02']",['- Jagannath'],[': \xf0\x9f\x98\x82']
"['26/04/17, 09:02']",['- Fruit'],[': Which I sent they will directly go to bank']
"['26/04/17, 09:02']",['- Fruit'],"["": Put that 150 into bank that's it""]"
"['26/04/17, 09:03']",['- Jagannath'],[': Oh wow']
"['26/04/17, 09:03']",['- Jagannath'],[': Sett this is']
"['26/04/17, 09:04']",['- Fruit'],[': Yaa \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['26/04/17, 09:04']",['- Fruit'],[': If u invite ppl and they install with u r invite then 50 u will get']
"['26/04/17, 09:05']",['- Jagannath'],"[': yeah, already on it \xf0\x9f\x98\x9b']"
"['26/04/17, 09:05']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['26/04/17, 09:21']",['- Jagannath'],[': <Media omitted>']
"['26/04/17, 09:29']",['- Fruit'],[': Emo emo testunav kada ra']
"['26/04/17, 12:50']",['- Fruit'],[': Jaggu party']
"['26/04/17, 12:50']",['- Jagannath'],[': Why']
"['26/04/17, 14:36']",['- Fruit'],[': Birthday']
"['26/04/17, 14:53']",['- Jagannath'],[': \xf0\x9f\x96\x95\xf0\x9f\x8f\xbb']
"['26/04/17, 15:22']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['26/04/17, 20:20']",['- Jagannath'],[': \xf0\x9f\x96\x95\xf0\x9f\x8f\xbb']
"['26/04/17, 23:04']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['26/04/17, 23:04']",['- Fruit'],[': What happened']
"['27/04/17, 08:17']",['- Jagannath'],[': that was eswar']
"['27/04/17, 14:15']",['- Fruit'],[': Rey satyam lo dorkutai tickets ?']
"['27/04/17, 14:15']",['- Fruit'],[': Repu ?']
"['27/04/17, 14:15']",['- Fruit'],[': We will go?']
"['27/04/17, 14:15']",['- Jagannath'],[': lol']
"['27/04/17, 14:15']",['- Jagannath'],[': nope']
"['27/04/17, 14:16']",['- Fruit'],[': Dorkava?']
"['27/04/17, 14:16']",['- Fruit'],[': Pakka?']
"['27/04/17, 14:16']",['- Jagannath'],[': yup']
"['27/04/17, 14:16']",['- Jagannath'],[': already asked']
"['27/04/17, 14:16']",['- Fruit'],[': Poi chuste kuda dorkava?']
"['27/04/17, 14:16']",['- Fruit'],[': \xf0\x9f\x98\xad\xf0\x9f\x98\xad']
"['27/04/17, 14:16']",['- Fruit'],[': Big cinemas?']
"['27/04/17, 14:17']",['- Jagannath'],[': big lol']
"['27/04/17, 14:18']",['- Fruit'],[': Inox?']
"['27/04/17, 15:24']",['- Jagannath'],[': mama']
"['27/04/17, 15:24']",['- Jagannath'],[': shiv parvati']
"['27/04/17, 15:24']",['- Jagannath'],[': kukatpally']
"['27/04/17, 15:24']",['- Jagannath'],[': 200']
"['27/04/17, 15:24']",['- Jagannath'],[': 6:15 show']
"['27/04/17, 15:34']",['- Fruit'],[': Yoo okay broo']
"['27/04/17, 15:34']",['- Fruit'],[': Nen osta']
"['27/04/17, 15:40']",['- Fruit'],[': Osta osta nen osta']
"['27/04/17, 15:40']",['- Fruit'],[': \xf0\x9f\xa4\x98\xf0\x9f\xa4\x98\xf0\x9f\xa4\x98']
"['27/04/17, 15:40']",['- Fruit'],[': \xe2\x9c\x8b\xf0\x9f\x8f\xbb\xe2\x9c\x8b\xf0\x9f\x8f\xbb\xe2\x9c\x8b\xf0\x9f\x8f\xbb\xe2\x9c\x8b\xf0\x9f\x8f\xbb']
"['27/04/17, 15:40']",['- Fruit'],[': \xf0\x9f\x91\x86\xf0\x9f\x8f\xbb\xf0\x9f\x91\x86\xf0\x9f\x8f\xbb\xf0\x9f\x91\x86\xf0\x9f\x8f\xbb']
"['27/04/17, 15:41']",['- Jagannath'],[': chandu call chestadu']
"['27/04/17, 15:41']",['- Fruit'],[': Y?']
"['27/04/17, 15:41']",['- Jagannath'],[': \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82']
"['27/04/17, 15:42']",['- Fruit'],[': Ohh']
"['27/04/17, 19:38']",['- Fruit'],[': Who all movie?']
"['29/04/17, 00:11']",['- Fruit'],[': Reached?']
"['29/04/17, 00:12']",['- Jagannath'],[': Yup']
"['29/04/17, 00:12']",['- Fruit'],[': Ohh']
"['29/04/17, 00:12']",['- Fruit'],[': Where should I give money? Paytm I will do off']
"['29/04/17, 00:12']",['- Jagannath'],[': Paytm']
"['29/04/17, 00:15']",['- Jagannath'],[': Got it']
"['29/04/17, 00:16']",['- Fruit'],[': Okay']
"['29/04/17, 00:16']",['- Fruit'],[': Sett']
"['29/04/17, 00:16']",['- Jagannath'],[': Sup']
"['29/04/17, 00:16']",['- Fruit'],[': Nothing bored u?']
"['29/04/17, 00:16']",['- Jagannath'],[': Mun']
"['29/04/17, 00:17']",['- Fruit'],[': Ohhoo']
"['29/04/17, 00:17']",['- Jagannath'],[': Dedicidig dates is such a tedious job']
"['29/04/17, 00:17']",['- Fruit'],[': So what is happening with. Your girl these days...No update']
"['29/04/17, 00:17']",['- Fruit'],[': Ik ik\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['29/04/17, 00:17']",['- Jagannath'],"["": Didn't speak for 15 days""]"
"['29/04/17, 00:18']",['- Jagannath'],[': Till her birthday']
"['29/04/17, 00:18']",['- Fruit'],[': Enjoy fight']
"['29/04/17, 00:18']",['- Fruit'],[': Ohh y?']
"['29/04/17, 00:18']",['- Jagannath'],[': Emo']
"['29/04/17, 00:18']",['- Fruit'],[': Have that dress?']
"['29/04/17, 00:18']",['- Jagannath'],[': She did g text']
"['29/04/17, 00:18']",['- Jagannath'],[': Me neither']
"['29/04/17, 00:18']",['- Jagannath'],[': Then went to her place']
"['29/04/17, 00:18']",['- Jagannath'],[': Gave silk']
"['29/04/17, 00:18']",['- Fruit'],[': Oh']
"['29/04/17, 00:18']",['- Jagannath'],[': Secretly gave her brother the actual gift']
"['29/04/17, 00:18']",['- Fruit'],[': Dress?']
"['29/04/17, 00:19']",['- Fruit'],[': Haa y?']
"['29/04/17, 00:19']",['- Jagannath'],[': <Media omitted>']
"['29/04/17, 00:19']",['- Jagannath'],[': <Media omitted>']
